0,646,6
646,0,6
0,639,192
639,0,192
0,375,198
375,0,198
0,80,15
80,0,15
0,984,29
984,0,29
0,689,57
689,0,57
0,610,189
610,0,189
0,783,55
783,0,55
0,609,15
609,0,15
0,411,29
411,0,29
0,303,36
303,0,36
0,734,75
734,0,75
0,978,21
978,0,21
0,549,112
549,0,112
0,670,81
670,0,81
0,54,112
54,0,112
0,525,27
525,0,27
0,659,43
659,0,43
0,463,143
463,0,143
0,210,48
210,0,48
0,212,161
212,0,161
0,966,36
966,0,36
0,647,70
647,0,70
0,326,50
326,0,50
0,154,95
154,0,95
0,761,171
761,0,171
0,587,4
587,0,4
0,710,19
710,0,19
0,686,125
686,0,125
1,764,177
764,1,177
1,80,194
80,1,194
1,564,190
564,1,190
1,874,164
874,1,164
1,687,92
687,1,92
1,326,87
326,1,87
1,689,80
689,1,80
1,260,104
260,1,104
1,262,198
262,1,198
1,493,157
493,1,157
1,924,65
924,1,65
1,816,28
816,1,28
1,11,109
11,1,109
1,618,100
618,1,100
1,688,67
688,1,67
1,609,12
609,1,12
1,235,25
235,1,25
1,600,77
600,1,77
1,371,3
371,1,3
1,734,44
734,1,44
1,549,142
549,1,142
1,738,26
738,1,26
1,740,139
740,1,139
1,474,38
474,1,38
1,984,77
984,1,77
1,610,184
610,1,184
1,425,156
425,1,156
1,966,128
966,1,128
1,229,192
229,1,192
1,662,51
662,1,51
1,838,163
838,1,163
1,761,174
761,1,174
1,587,80
587,1,80
1,24,119
24,1,119
1,400,97
400,1,97
1,79,17
79,1,17
1,455,27
455,1,27
1,347,153
347,1,153
1,96,69
96,1,69
1,384,160
384,1,160
1,210,14
210,1,14
1,375,46
375,1,46
2,615,108
615,2,108
2,307,186
307,2,186
2,228,107
228,2,107
2,470,3
470,2,3
2,914,167
914,2,167
2,527,63
527,2,63
2,529,48
529,2,48
2,643,95
643,2,95
2,42,164
42,2,164
2,158,60
158,2,60
2,818,116
818,2,116
2,268,113
268,2,113
2,886,35
886,2,35
2,512,59
512,2,59
2,875,86
875,2,86
2,204,96
204,2,96
2,459,32
459,2,32
2,877,111
877,2,111
2,72,118
72,2,118
2,448,184
448,2,184
2,932,165
932,2,165
2,503,163
503,2,163
2,437,165
437,2,165
2,263,129
263,2,129
2,749,154
749,2,154
2,562,104
562,2,104
2,630,7
630,2,7
2,577,153
577,2,153
2,256,11
256,2,11
2,942,40
942,2,40
2,245,186
245,2,186
2,997,20
997,2,20
2,557,72
557,2,72
2,812,93
812,2,93
2,128,77
128,2,77
2,359,181
359,2,181
2,51,17
51,2,17
2,915,28
915,2,28
2,607,36
607,2,36
2,312,113
312,2,113
2,917,162
917,2,162
2,354,9
354,2,9
2,664,122
664,2,122
3,568,185
568,3,185
3,73,154
73,3,154
3,625,176
625,3,176
3,992,34
992,3,34
3,442,78
442,3,78
3,363,57
363,3,57
3,675,17
675,3,17
3,127,192
127,3,192
3,490,76
490,3,76
3,290,145
290,3,145
3,613,188
613,3,188
3,362,136
362,3,136
3,604,180
604,3,180
3,177,196
177,3,196
3,960,172
960,3,172
3,973,12
973,3,12
3,841,175
841,3,175
3,170,166
170,3,166
3,161,35
161,3,35
3,645,58
645,3,58
3,108,135
108,3,135
3,904,72
904,3,72
3,88,130
88,3,130
3,22,112
22,3,112
3,653,108
653,3,108
3,77,137
77,3,137
3,279,92
279,3,92
3,952,4
952,3,4
3,26,128
26,3,128
3,899,21
899,3,21
3,217,158
217,3,158
3,501,160
501,3,160
3,272,91
272,3,91
3,692,189
692,3,189
3,573,27
573,3,27
3,507,158
507,3,158
3,441,2
441,3,2
3,190,68
190,3,68
4,109,178
109,4,178
4,219,49
219,4,49
4,837,168
837,4,168
4,45,166
45,4,166
4,87,162
87,4,162
4,410,27
410,4,27
4,588,56
588,4,56
4,348,169
348,4,169
4,590,63
590,4,63
4,579,109
579,4,109
4,594,196
594,4,196
4,944,139
944,4,139
4,517,90
517,4,90
4,651,189
651,4,189
4,508,99
508,4,99
4,939,31
939,4,31
4,831,131
831,4,131
4,336,117
336,4,117
4,391,104
391,4,104
4,248,26
248,4,26
4,21,176
21,4,176
4,197,107
197,4,107
4,131,193
131,4,193
4,78,127
78,4,127
4,617,56
617,4,56
4,632,156
632,4,156
4,258,95
258,4,95
4,742,87
742,4,87
4,300,78
300,4,78
4,183,148
183,4,148
4,667,81
667,4,81
4,788,3
788,4,3
4,990,145
990,4,145
4,64,50
64,4,50
4,361,70
361,4,70
4,233,177
233,4,177
4,475,80
475,4,80
4,717,52
717,4,52
4,732,188
732,4,188
4,281,101
281,4,101
4,912,52
912,4,52
4,846,187
846,4,187
4,175,173
175,4,173
5,845,186
845,5,186
5,418,26
418,5,26
5,959,135
959,5,135
5,772,54
