0,70,38
70,0,38
0,83,118
83,0,118
0,37,117
37,0,117
0,50,198
50,0,198
0,27,45
27,0,45
0,40,181
40,0,181
0,17,101
17,0,101
0,82,188
82,0,188
0,95,90
95,0,90
0,62,111
62,0,111
0,39,130
39,0,130
0,19,29
19,0,29
0,97,137
97,0,137
0,54,32
54,0,32
0,8,21
8,0,21
0,21,189
21,0,189
0,30,117
30,0,117
0,66,68
66,0,68
0,33,13
33,0,13
0,98,169
98,0,169
0,75,166
75,0,166
0,65,53
65,0,53
0,55,86
55,0,86
0,68,59
68,0,59
0,12,80
12,0,80
0,47,197
47,0,197
0,14,53
14,0,53
0,56,46
56,0,46
0,92,37
92,0,37
0,26,49
26,0,49
0,3,89
3,0,89
0,91,95
91,0,95
0,58,161
58,0,161
0,71,105
71,0,105
0,48,54
48,0,54
0,25,104
25,0,104
0,28,119
28,0,119
1,14,143
14,1,143
1,39,71
39,1,71
1,71,97
71,1,97
1,18,42
18,1,42
1,27,167
27,1,167
1,40,164
40,1,164
1,62,32
62,1,32
1,29,47
29,1,47
1,65,2
65,1,2
1,32,155
32,1,155
1,97,102
97,1,102
1,54,38
54,1,38
1,8,199
8,1,199
1,86,145
86,1,145
1,76,42
76,1,42
1,53,50
53,1,50
1,66,43
66,1,43
1,23,7
23,1,7
1,98,171
98,1,171
1,78,61
78,1,61
1,58,115
58,1,115
1,35,164
35,1,164
1,25,100
25,1,100
2,17,33
17,2,33
2,72,160
72,2,160
2,85,142
85,2,142
2,52,194
52,2,194
2,9,14
9,2,14
2,74,156
74,2,156
2,87,64
87,2,64
2,11,184
11,2,184
2,96,159
96,2,159
2,99,199
99,2,199
2,76,130
76,2,130
2,33,183
33,2,183
2,10,75
10,2,75
2,88,177
88,2,177
2,67,152
67,2,152
2,44,87
44,2,87
2,80,136
80,2,136
2,24,175
24,2,175
2,4,88
4,2,88
2,89,139
89,2,139
2,59,93
59,2,93
2,36,124
36,2,124
2,13,103
13,2,103
2,49,195
49,2,195
2,16,16
16,2,16
2,61,26
61,2,26
2,38,77
38,2,77
2,15,167
15,2,167
2,5,112
5,2,112
2,93,65
93,2,65
2,83,62
83,2,62
3,28,181
28,3,181
3,70,183
70,3,183
3,60,112
60,3,112
3,50,197
50,3,197
3,30,132
30,3,132
3,95,127
95,3,127
3,75,150
75,3,150
3,6,66
6,3,66
3,51,38
51,3,38
3,64,15
64,3,15
3,41,174
41,3,174
3,31,150
31,3,150
3,21,84
21,3,84
3,43,43
43,3,43
3,20,14
20,3,14
3,56,193
56,3,193
3,68,71
68,3,71
3,12,181
12,3,181
3,77,179
77,3,179
3,57,31
57,3,31
3,34,184
34,3,184
3,47,13
47,3,13
3,79,153
79,3,153
3,92,57
92,3,57
3,69,80
69,3,80
3,82,135
82,3,135
3,26,160
26,3,160
3,94,56
94,3,56
3,48,167
48,3,167
4,96,192
96,4,192
4,99,187
99,4,187
4,76,146
76,4,146
4,33,92
33,4,92
4,10,86
10,4,86
4,88,117
88,4,117
4,45,4
45,4,4
4,22,177
22,4,177
4,87,30
87,4,30
4,67,122
67,4,122
4,80,50
80,4,50
4,11,135
11,4,135
4,24,31
24,4,31
4,89,185
89,4,185
4,23,153
23,4,153
4,59,54
59,4,54
4,36,12
36,4,12
4,16,100
16,4,100
4,81,186
81,4,186
4,61,27
61,4,27
4,15,103
15,4,103
4,5,174
5,4,174
4,93,183
93,4,183
4,72,39
72,4,39
4,85,159
85,4,159
4,52,169
52,4,169
4,9,165
9,4,165
4,74,123
74,4,123
5,83,140
83,5,140
5,96,10
96,5,10
5,17,180
17,5,180
5,72,114
72,5,114
5,85,42
85,5,42
5,52,13
52,5,13
5,29,122
29,5,122
5,19,194
19,5,194
5,32,13
32,5,13
5,9,51
9,5,51
5,74,64
74,5,64
5,87,41
87,5,41
5,54,25
54,5,25
5,11,10
11,5,10
5,99,36
99,5,36
5,76,55
76,5,55
5,53,165
53,5,165
5,89,24
89,5,24
5,33,32
33,5,32
5,10,65
10,5,65
5,23,18
23,5,18
5,13,177
13,5,177
5,88,188
88,5,188
5,65,103
65,5,103
5,45,10
45,5,10
5,22,139
22,5,139
5,67,110
67,5,110
5,80,122
80,5,122
5,24,116
24,5,116
5,59,88
59,5,88
5,36,179
36,5,179
5,49,117
49,5,117
5,39,135
39,5,135
5,16,50
16,5,50
5,81,156
81,5,156
5,61,149
61,5,149
5,38,65
38,5,65
5,15,107
15,5,107
5,18,38
18,5,38
5,93,54
93,5,54
6,48,106
48,6,106
6,84,20
84,6,20
6,61,154
61,6,154
6,38,69
38,6,69
6,15,103
15,6,103
6,51,67
51,6,67
6,28,182
28,6,182
6,93,25
93,6,25
6,83,49
83,6,49
6,73,59
73,6,59
6,63,13
63,6,13
6,7,100
7,6,100
6,20,70
20,6,70
6,95,1
95,6,1
6,75,70
75,6,70
6,52,78
52,6,78
6,19,10
19,6,10
6,87,7
87,6,7
6,64,143
64,6,143
6,41,76
